"Tag Summary Report"
"12/14/2024 00:00 - 01/13/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status",City,Country,"Named Threat","Resolution Reason"
TMT-20240822-ABO,d=7&s=165&ci=&cri=555_165_714264443486&at=0&t=1,727230a882eb45e50c446306ecf136e2,d=7&s=165&ci=&cri=555_165_714264443486&at=0&t=1,Tag,Malicious,"2025-01-06 03:06 +0000",124844405158,https://www.themediatrust.com?scsh=124844405158,3UMp2z7Z1w9H,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241022-GQN,d=7&s=165&ci=&cri=555_165_714264443486&at=0&t=1,727230a882eb45e50c446306ecf136e2,d=7&s=165&ci=&cri=555_165_714264443486&at=0&t=1,Tag,"Malicious Landing Location","2025-01-06 03:06 +0000",124844405154,https://www.themediatrust.com?scsh=124844405154,3UMp2z7Z28Mu,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241231-NVX,d=7&s=165&ci=&cri=555_165_726497806939&at=0&t=1,3228e5da0b85c9af389475aa9e0bf757,d=7&s=165&ci=&cri=555_165_726497806939&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 02:46 +0000",124844095325,https://www.themediatrust.com?scsh=124844095325,3UMoFEfH1HdU,1,Expired,"Mclean, Virginia",USA,,
TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327105&at=0&t=1,23aae326cd004b93c561a5c491a95381,d=7&s=4&ci=&cri=507_4_1327105&at=0&t=1,Tag,Malicious,"2025-01-06 02:41 +0000",124843993567,https://www.themediatrust.com?scsh=124843993567,3UMoDmmX1uJG,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20230526-YBL,d=7&s=417&ci=&cri=565_417_e21a5b13997f05853eaa8f6c9dd6369d&at=0&t=1,feed1580aa03bc0de145df1db9bab785,d=7&s=417&ci=&cri=565_417_e21a5b13997f05853eaa8f6c9dd6369d&at=0&t=1,Tag,Scam/Fraud,"2025-01-06 02:31 +0000",124843878683,https://www.themediatrust.com?scsh=124843878683,3UMoAiWP1dyv,1,Expired,"Mclean, Virginia",USA,,
TMT-20240924-VWG,d=7&s=165&ci=&cri=555_165_714895456294&at=0&t=1,2edf79bec7ee230b93f749ab9f59c122,d=7&s=165&ci=&cri=555_165_714895456294&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 02:13 +0000",124843552049,https://www.themediatrust.com?scsh=124843552049,3UMo5FJt2TAn,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_602922252&at=0&t=1,2b821fe0a04d52a872c117434d301d75,d=7&s=379&ci=&cri=494_379_16_602922252&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 02:11 +0000",124843551498,https://www.themediatrust.com?scsh=124843551498,3UMo4ZmK14Ge,1,Expired,"Mclean, Virginia",USA,,
TMT-20250105-VOD,d=7&s=165&ci=&cri=555_165_727269641670&at=0&t=1,e7e5e3ebc7babdf0deaf9be0c0ec4712,d=7&s=165&ci=&cri=555_165_727269641670&at=0&t=1,Tag,Malicious,"2025-01-06 02:06 +0000",124843438878,https://www.themediatrust.com?scsh=124843438878,3UMo31rh2Wwr,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=480&ci=&cri=639_480_273757119&at=0&t=1,fec92e590517b4f93766fbc8e577f024,d=7&s=480&ci=&cri=639_480_273757119&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 02:02 +0000",124843388888,https://www.themediatrust.com?scsh=124843388888,3UMo1gdY1KzU,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_603066012&at=0&t=1,664f9aa3200cd9eff4c52838bb0720aa,d=7&s=16&ci=&cri=556_16_603066012&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 01:45 +0000",124843108268,https://www.themediatrust.com?scsh=124843108268,3UMnF5vS1UZm,1,Expired,"Mclean, Virginia",USA,,
TMT-20240415-AHQ,d=7&s=473&ci=&cri=644_473_176-2906b69e_31906744db3ee8c8-1&at=0&t=1,5a466c1ccab4c0a840517cfc675c8d7c,d=7&s=473&ci=&cri=644_473_176-2906b69e_31906744db3ee8c8-1&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-06 01:31 +0000",124842859485,https://www.themediatrust.com?scsh=124842859485,3UMnAZdU1KAv,1,Expired,"Mclean, Virginia",USA,,
TMT-20230922-XTE,d=7&s=46&ci=&cri=498_46_11669041&at=0&t=1,ce0571fa6a04bad18593b19a29c7376b,d=7&s=46&ci=&cri=498_46_11669041&at=0&t=1,Tag,Scam/Fraud,"2025-01-06 01:29 +0000",124842859160,https://www.themediatrust.com?scsh=124842859160,3UMnADP62695,1,Expired,"Mclean, Virginia",USA,,
TMT-20200106-FOU,d=7&s=165&ci=&cri=555_165_700736419147&at=0&t=1,8cffbc3a98f115e4eb4d4438703b53a6,d=7&s=165&ci=&cri=555_165_700736419147&at=0&t=1,Tag,Scam/Fraud,"2025-01-06 00:46 +0000",124842080830,https://www.themediatrust.com?scsh=124842080830,3UMmFMDv2DFR,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_725201987881&at=0&t=1,2a6964c455ddd3c0af90796e19aa4214,d=7&s=165&ci=&cri=555_165_725201987881&at=0&t=1,Tag,Malicious,"2025-01-06 00:27 +0000",124841795769,https://www.themediatrust.com?scsh=124841795769,3UMm9Vfy1HwK,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_721583359401&at=0&t=1,789c7d52267a2fec7ce6f5c5c9aff281,d=7&s=165&ci=&cri=555_165_721583359401&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-06 00:25 +0000",124841709918,https://www.themediatrust.com?scsh=124841709918,3UMm8hjr1ApD,1,Expired,"Mclean, Virginia",USA,,
TMT-20230526-YBL,d=7&s=417&ci=&cri=565_417_0f495ed31fdfe1d160b9aee0067c2292&at=0&t=1,19dc39c25f11d084f25c7d3108611098,d=7&s=417&ci=&cri=565_417_0f495ed31fdfe1d160b9aee0067c2292&at=0&t=1,Tag,Scam/Fraud,"2025-01-06 00:12 +0000",124841450722,https://www.themediatrust.com?scsh=124841450722,3UMm4jDz1a6j,1,Expired,"Mclean, Virginia",USA,,
TMT-20241108-ZIF,d=7&s=165&ci=&cri=555_165_720306108925&at=0&t=1,3be4b2e1667a8643d93d4f6e62208b33,d=7&s=165&ci=&cri=555_165_720306108925&at=0&t=1,Tag,Malicious,"2025-01-06 00:09 +0000",124841409472,https://www.themediatrust.com?scsh=124841409472,3UMm3rY11MiN,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-EVT,d=7&s=165&ci=&cri=555_165_725629154872&at=0&t=1,e6deb99d79ee7700ae466310282cd58a,d=7&s=165&ci=&cri=555_165_725629154872&at=0&t=1,Tag,"Malicious Landing Location","2025-01-06 00:04 +0000",124841282442,https://www.themediatrust.com?scsh=124841282442,3UMm2Ps31E7G,2,Expired,"Mclean, Virginia",USA,,
TMT-20241121-TGE,d=7&s=480&ci=&cri=639_480_586681774&at=0&t=1,bc9fdacec9c51b4df2ac769655f798d7,d=7&s=480&ci=&cri=639_480_586681774&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 23:42 +0000",124841020856,https://www.themediatrust.com?scsh=124841020856,3UMkE6TK1o53,1,Expired,"Mclean, Virginia",USA,,
TMT-20221202-CDO,d=7&s=165&ci=&cri=555_165_696719343034&at=0&t=1,de0171b4a2ef6385411fb00c051f281a,d=7&s=165&ci=&cri=555_165_696719343034&at=0&t=1,Tag,Malicious,"2025-01-05 23:20 +0000",124840638858,https://www.themediatrust.com?scsh=124840638858,3UMk7NaE2PW1,1,Expired,"Mclean, Virginia",USA,,
TMT-20240629-MJU,d=7&s=165&ci=&cri=555_165_719720725187&at=0&t=1,91d9934defd7ce5a52a92acb64dc5e5c,d=7&s=165&ci=&cri=555_165_719720725187&at=0&t=1,Tag,Malicious,"2025-01-05 23:15 +0000",124840597733,https://www.themediatrust.com?scsh=124840597733,3UMk5ntp1VTh,1,Expired,"Mclean, Virginia",USA,,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175245256&at=0&t=1,3e8ac8cbc914552add8dd96e3e84eb25,d=7&s=165&ci=&cri=555_165_725175245256&at=0&t=1,Tag,Malicious,"2025-01-05 23:04 +0000",124840402806,https://www.themediatrust.com?scsh=124840402806,3UMk2Nd51D5J,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244782&at=0&t=1,1607252ca5da567fa74a3e438bb7a314,d=7&s=165&ci=&cri=555_165_725175244782&at=0&t=1,Tag,Malicious,"2025-01-05 23:04 +0000",124840402422,https://www.themediatrust.com?scsh=124840402422,3UMk2HjV1Pcb,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_489614529&at=0&t=1,11c7b2def536d13ae05c1e2e712236ba,d=7&s=379&ci=&cri=494_379_16_489614529&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 22:54 +0000",124840235930,https://www.themediatrust.com?scsh=124840235930,3UMjHeC82EUE,1,Expired,"Mclean, Virginia",USA,,
TMT-20240715-EUZ,d=7&s=165&ci=&cri=555_165_725215307996&at=0&t=1,5f152984f9ccbc2dfa00e03991d19cb5,d=7&s=165&ci=&cri=555_165_725215307996&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 22:35 +0000",124839950170,https://www.themediatrust.com?scsh=124839950170,3UMjBukc2V6x,1,Expired,"Mclean, Virginia",USA,,
TMT-20241106-JLO,d=7&s=4&ci=&cri=507_4_1327103&at=0&t=1,c78112d3f677d59d385f6e1854ef112b,d=7&s=4&ci=&cri=507_4_1327103&at=0&t=1,Tag,Malicious,"2025-01-05 22:20 +0000",124839702079,https://www.themediatrust.com?scsh=124839702079,3UMj7ABe1KXq,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_583573397&at=0&t=1,3d7fcc8ade2f85cf3c199099d7c454f7,d=7&s=16&ci=&cri=556_16_583573397&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 22:19 +0000",124839701740,https://www.themediatrust.com?scsh=124839701740,3UMj721i2bGw,1,Expired,"Mclean, Virginia",USA,,
TMT-20221024-IUT,d=7&s=165&ci=&cri=555_165_724195823032&at=0&t=1,f1de5d11a21b9403a8ad5f06a94701c9,d=7&s=165&ci=&cri=555_165_724195823032&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 22:19 +0000",124839688901,https://www.themediatrust.com?scsh=124839688901,3UMj71LE2b2r,1,Expired,"Mclean, Virginia",USA,,
TMT-20201111-UVB,d=7&s=379&ci=&cri=494_379_46_11637055&at=0&t=1,a4308b7fb2cf37530039e3b8366e098b,d=7&s=379&ci=&cri=494_379_46_11637055&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 22:00 +0000",124839350528,https://www.themediatrust.com?scsh=124839350528,3UMj1Fz613tr,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=379&ci=&cri=494_379_16_615565895&at=0&t=1,cb65c29c3fabc7eed97e427e471c585c,d=7&s=379&ci=&cri=494_379_16_615565895&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 21:52 +0000",124839201259,https://www.themediatrust.com?scsh=124839201259,3UMiH3Ge1Weh,1,Expired,"Mclean, Virginia",USA,,
TMT-20240722-QGC,d=7&s=165&ci=&cri=555_165_725031181607&at=0&t=1,46aa8241ebd59a39be0ae1a642cd4451,d=7&s=165&ci=&cri=555_165_725031181607&at=0&t=1,Tag,Malicious,"2025-01-05 21:42 +0000",124839029398,https://www.themediatrust.com?scsh=124839029398,3UMiDyed2aHi,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240629-MJU,d=7&s=165&ci=&cri=555_165_726415152231&at=0&t=1,8f275cc2a80456661ed060a0a6785e39,d=7&s=165&ci=&cri=555_165_726415152231&at=0&t=1,Tag,Malicious,"2025-01-05 21:27 +0000",124838770224,https://www.themediatrust.com?scsh=124838770224,3UMi9QJr1QaJ,1,Expired,"Mclean, Virginia",USA,,
TMT-20230105-IJY,d=7&s=165&ci=&cri=555_165_725135208410&at=0&t=1,92b85ebdaecc5dbc7504dde6451cf246,d=7&s=165&ci=&cri=555_165_725135208410&at=0&t=1,Tag,Malicious,"2025-01-05 21:08 +0000",124838470923,https://www.themediatrust.com?scsh=124838470923,3UMi3Z7U1Rvr,1,Expired,"Mclean, Virginia",USA,,
TMT-20240924-VWG,d=7&s=165&ci=&cri=555_165_716198628690&at=0&t=1,8c9c8ba7ba5f5b3b6cab0078a9722cca,d=7&s=165&ci=&cri=555_165_716198628690&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 20:48 +0000",124838130453,https://www.themediatrust.com?scsh=124838130453,3UMhFq6a2Jm4,1,Expired,"Mclean, Virginia",USA,,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244212&at=0&t=1,2bf79101a80d52fe249c76e00d7b2b8a,d=7&s=165&ci=&cri=555_165_725175244212&at=0&t=1,Tag,Malicious,"2025-01-05 20:28 +0000",124837806948,https://www.themediatrust.com?scsh=124837806948,3UMh9k691Ki4,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20241011-PAU,d=7&s=165&ci=&cri=555_165_718306120246&at=0&t=1,9e93418cccc7b9c3e1e309828a66fa78,d=7&s=165&ci=&cri=555_165_718306120246&at=0&t=1,Tag,Malicious,"2025-01-05 20:23 +0000",124837730047,https://www.themediatrust.com?scsh=124837730047,3UMh8HiK2XeJ,1,Expired,"San Francisco, California",USA,,
TMT-20240429-OMT,d=7&s=176&ci=&cri=561_176_CR51774462&at=0&t=1,aab3e97a4336f4fa06af075d8267d63d,d=7&s=176&ci=&cri=561_176_CR51774462&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 20:17 +0000",124837649575,https://www.themediatrust.com?scsh=124837649575,3UMh6SG81n4Q,2,Expired,"Mclean, Virginia",USA,,
TMT-20241016-YDN,d=7&s=165&ci=&cri=555_165_725832440057&at=0&t=1,910fe70f547cc12b1c64573d637892f9,d=7&s=165&ci=&cri=555_165_725832440057&at=0&t=1,Tag,Malicious,"2025-01-05 19:49 +0000",124837181204,https://www.themediatrust.com?scsh=124837181204,3UMgGC9z2gWZ,1,Expired,"Mclean, Virginia",USA,,
TMT-20240429-OMT,d=7&s=176&ci=&cri=561_176_CR51724928&at=0&t=1,212fa60ebd1b257378200af2ef328a58,d=7&s=176&ci=&cri=561_176_CR51724928&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 19:40 +0000",124837057600,https://www.themediatrust.com?scsh=124837057600,3UMgDVTa19iV,2,Expired,"Mclean, Virginia",USA,,
TMT-20231111-FYP,d=7&s=44&ci=&cri=497_44_JUSQAGXUEFHG7H44HTW353_320x50_1&at=0&t=1,9413bac819f256881f2e503437529e37,d=7&s=44&ci=&cri=497_44_JUSQAGXUEFHG7H44HTW353_320x50_1&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 19:18 +0000",124836689294,https://www.themediatrust.com?scsh=124836689294,3UMg6gDb1JVD,1,Expired,"Mclean, Virginia",USA,,
TMT-20241029-RBK,d=7&s=165&ci=&cri=555_165_724426153160&at=0&t=1,49fd74440c4c34282a7864bb6c356f7b,d=7&s=165&ci=&cri=555_165_724426153160&at=0&t=1,Tag,Malicious,"2025-01-05 19:15 +0000",124836627189,https://www.themediatrust.com?scsh=124836627189,3UMg5qyT1FzC,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20230609-VMQ,d=7&s=308&ci=&cri=630_308_121129_2_44&at=0&t=1,05302c124838b4bd5d8620da97d81912,d=7&s=308&ci=&cri=630_308_121129_2_44&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 18:45 +0000",124836164990,https://www.themediatrust.com?scsh=124836164990,3UMfF2Y12aJn,2,Expired,"Mclean, Virginia",USA,,
TMT-20241210-PQJ,d=7&s=165&ci=&cri=555_165_708158009668&at=0&t=1,4f16776674869e55aee3aa24e2a437e5,d=7&s=165&ci=&cri=555_165_708158009668&at=0&t=1,Tag,Malicious,"2025-01-05 18:20 +0000",124835768887,https://www.themediatrust.com?scsh=124835768887,3UMf7LET2TV6,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_724924207843&at=0&t=1,04791204a612e43befabc678383e2d4c,d=7&s=165&ci=&cri=555_165_724924207843&at=0&t=1,Tag,Malicious,"2025-01-05 18:18 +0000",124835734327,https://www.themediatrust.com?scsh=124835734327,3UMf6i5V27SD,1,Expired,"Mclean, Virginia",USA,,
TMT-20240920-WYG,d=7&s=165&ci=&cri=555_165_726987652462&at=0&t=1,fdb10ebc4a6e2a02d6e828bdf494ea20,d=7&s=165&ci=&cri=555_165_726987652462&at=0&t=1,Tag,Malicious,"2025-01-05 18:15 +0000",124835660794,https://www.themediatrust.com?scsh=124835660794,3UMf5gsX12d5,1,Expired,"Mclean, Virginia",USA,,
TMT-20241128-TQW,d=7&s=165&ci=&cri=555_165_722894332935&at=0&t=1,aa8a8eb5daca0d48ac61767cd5f0847e,d=7&s=165&ci=&cri=555_165_722894332935&at=0&t=1,Tag,Malicious,"2025-01-05 18:06 +0000",124835501991,https://www.themediatrust.com?scsh=124835501991,3UMf37YV24bw,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240625-TAM,d=7&s=480&ci=&cri=639_480_499732817&at=0&t=1,932561af1f8f28bdb0ac7ab1094ada2b,d=7&s=480&ci=&cri=639_480_499732817&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 18:01 +0000",124835452510,https://www.themediatrust.com?scsh=124835452510,3UMf1WMd15Ps,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_720944901244&at=0&t=1,b40702556902bd12a9be8c7bea5e1944,d=7&s=165&ci=&cri=555_165_720944901244&at=0&t=1,Tag,Malicious,"2025-01-05 17:53 +0000",124835327075,https://www.themediatrust.com?scsh=124835327075,3UMeHMaX2Lbo,1,Expired,"Mclean, Virginia",USA,,
TMT-20241124-BFN,d=7&s=165&ci=&cri=555_165_725175244977&at=0&t=1,42678c1bf777d28a9cd194b6ccdfbfc6,d=7&s=165&ci=&cri=555_165_725175244977&at=0&t=1,Tag,Malicious,"2025-01-05 17:48 +0000",124835212661,https://www.themediatrust.com?scsh=124835212661,3UMeFuEY1UFd,1,Expired,"Mclean, Virginia",USA,PhonyFetcher-3PC,
TMT-20240911-DZA,d=7&s=165&ci=&cri=555_165_723514618446&at=0&t=1,f52f1e6e3b6a626b35c8202f7ea07f4c,d=7&s=165&ci=&cri=555_165_723514618446&at=0&t=1,Tag,Malicious,"2025-01-05 17:47 +0000",124835212095,https://www.themediatrust.com?scsh=124835212095,3UMeFTUG1VjP,1,Expired,"Mclean, Virginia",USA,,
TMT-20230105-IJY,d=7&s=165&ci=&cri=555_165_725056503532&at=0&t=1,f302aacf7e55d3ba2a753b0a25b64029,d=7&s=165&ci=&cri=555_165_725056503532&at=0&t=1,Tag,Malicious,"2025-01-05 17:44 +0000",124835178118,https://www.themediatrust.com?scsh=124835178118,3UMeEppP26HR,1,Expired,"Mclean, Virginia",USA,,
TMT-20240430-OWY,d=7&s=176&ci=&cri=561_176_CR51326523&at=0&t=1,a4225eb616e2915cce5c8e313ecb0a16,d=7&s=176&ci=&cri=561_176_CR51326523&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 17:20 +0000",124834811061,https://www.themediatrust.com?scsh=124834811061,3UMe7LxL2CBT,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_724924207621&at=0&t=1,ab08f7004d398821924cb5d7eea1f5e4,d=7&s=165&ci=&cri=555_165_724924207621&at=0&t=1,Tag,Malicious,"2025-01-05 17:18 +0000",124834767201,https://www.themediatrust.com?scsh=124834767201,3UMe6ipM2ZD6,1,Expired,"Mclean, Virginia",USA,,
TMT-20230831-PZI,d=7&s=165&ci=&cri=555_165_714163780927&at=0&t=1,ee7a54cf95e3e6052316272ccef657a2,d=7&s=165&ci=&cri=555_165_714163780927&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 17:10 +0000",124834623337,https://www.themediatrust.com?scsh=124834623337,3UMe4JKj28Lp,1,Expired,"Mclean, Virginia",USA,,
TMT-20250101-TOL,d=7&s=165&ci=&cri=555_165_704003454188&at=0&t=1,6e61b9ad0f63b1493261d5cfb85ca02d,d=7&s=165&ci=&cri=555_165_704003454188&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 17:06 +0000",124834578899,https://www.themediatrust.com?scsh=124834578899,3UMe2uNx1vJa,1,Expired,"Mclean, Virginia",USA,,
TMT-20241117-YPV,d=7&s=165&ci=&cri=555_165_723401409784&at=0&t=1,9be628f27c065be07ab4143ab0ae6d52,d=7&s=165&ci=&cri=555_165_723401409784&at=0&t=1,Tag,Malicious,"2025-01-05 16:52 +0000",124834352569,https://www.themediatrust.com?scsh=124834352569,3UMdHBtY1AWZ,1,Expired,"Mclean, Virginia",USA,,
TMT-20230919-GMW,d=7&s=480&ci=&cri=639_480_565596192&at=0&t=1,ffde03b46401f2b5e3f94a3052327f7e,d=7&s=480&ci=&cri=639_480_565596192&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 16:41 +0000",124834159811,https://www.themediatrust.com?scsh=124834159811,3UMdDtnE1V6L,1,Expired,"Mclean, Virginia",USA,,
TMT-20241126-OKW,d=7&s=165&ci=&cri=555_165_722109424719&at=0&t=1,6148f6c287efdb7c11423c44495b224b,d=7&s=165&ci=&cri=555_165_722109424719&at=0&t=1,Tag,Malicious,"2025-01-05 16:24 +0000",124833840575,https://www.themediatrust.com?scsh=124833840575,3UMd8Smx2Cnw,1,Expired,"Mclean, Virginia",USA,,
TMT-20231014-QEF,d=7&s=16&ci=&cri=556_16_614341354&at=0&t=1,6d0dc727e05d86cda97fe33bd952c881,d=7&s=16&ci=&cri=556_16_614341354&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-05 16:21 +0000",124833809211,https://www.themediatrust.com?scsh=124833809211,3UMd7hNE1xv8,2,Expired,"Mclean, Virginia",USA,,
TMT-20221202-CDO,d=7&s=165&ci=&cri=555_165_687198325584&at=0&t=1,c8267c13021f49734238be4953da196a,d=7&s=165&ci=&cri=555_165_687198325584&at=0&t=1,Tag,Malicious,"2025-01-05 16:05 +0000",124833548164,https://www.themediatrust.com?scsh=124833548164,3UMd2aLV1dwy,1,Expired,"Mclean, Virginia",USA,,
TMT-20240430-OWY,d=7&s=176&ci=&cri=561_176_CR51402295&at=0&t=1,32c54e304615cf28df8741f3f0595753,d=7&s=176&ci=&cri=561_176_CR51402295&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 15:47 +0000",124833282097,https://www.themediatrust.com?scsh=124833282097,3UMcFcNN2d8r,1,Expired,"Mclean, Virginia",USA,,
TMT-20241115-GQP,d=7&s=165&ci=&cri=555_165_724528306694&at=0&t=1,80f4974c19f15d310301bdea770f2a12,d=7&s=165&ci=&cri=555_165_724528306694&at=0&t=1,Tag,Malicious,"2025-01-05 14:43 +0000",124832344530,https://www.themediatrust.com?scsh=124832344530,3UMbEWoC1Dxp,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_489618032&at=0&t=1,183c5ada1d64cbe1b2dbfbadab2ba8fb,d=7&s=16&ci=&cri=556_16_489618032&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 14:41 +0000",124832301082,https://www.themediatrust.com?scsh=124832301082,3UMbDrTT2SXb,1,Expired,"Mclean, Virginia",USA,,
TMT-20240929-AJP,d=7&s=46&ci=&cri=498_46_11397979&at=0&t=1,74175a22ced4c9dcc8a93f570b232d03,d=7&s=46&ci=&cri=498_46_11397979&at=0&t=1,Tag,Malicious,"2025-01-05 14:40 +0000",124832288740,https://www.themediatrust.com?scsh=124832288740,3UMbDSnh1w29,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=46&ci=&cri=498_46_10541972&at=0&t=1,8db524906a889f113ea53e9db976e61a,d=7&s=46&ci=&cri=498_46_10541972&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 14:19 +0000",124832004488,https://www.themediatrust.com?scsh=124832004488,3UMb78H21bwF,1,Expired,"Mclean, Virginia",USA,,
TMT-20240814-KQO,d=7&s=480&ci=&cri=639_480_588343544&at=0&t=1,e97be168cde51862780900a6bd935547,d=7&s=480&ci=&cri=639_480_588343544&at=0&t=1,Tag,Scam/Fraud,"2025-01-05 14:01 +0000",124831745355,https://www.themediatrust.com?scsh=124831745355,3UMb1Wsa1Jsp,1,Expired,"Mclean, Virginia",USA,,
TMT-20231014-QEF,d=7&s=16&ci=&cri=556_16_614345437&at=0&t=1,c323d45a806338c85b65b82fc2f1e672,d=7&s=16&ci=&cri=556_16_614345437&at=0&t=1,Tag,"Out Of Browser Redirect","2025-01-05 13:57 +0000",124831685392,https://www.themediatrust.com?scsh=124831685392,3UMaJg751Ei9,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_202028200&at=0&t=1,9c3cab21026729a5be2d3c732dfe0c40,d=7&s=16&ci=&cri=556_16_202028200&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 13:48 +0000",124831546116,https://www.themediatrust.com?scsh=124831546116,3UMaFwZx1C4X,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=16&ci=&cri=556_16_628348233&at=0&t=1,66c005a1f967fe42e18764c5ca637239,d=7&s=16&ci=&cri=556_16_628348233&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 13:47 +0000",124831544806,https://www.themediatrust.com?scsh=124831544806,3UMaFWZ42XjW,1,Expired,"Mclean, Virginia",USA,,
TMT-20240927-EFB,d=7&s=165&ci=&cri=555_165_712140538463&at=0&t=1,a0b00fb13b1874b61306d223015880c9,d=7&s=165&ci=&cri=555_165_712140538463&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 13:40 +0000",124831446875,https://www.themediatrust.com?scsh=124831446875,3UMaDUCm2XZ4,1,Expired,"Mclean, Virginia",USA,,
TMT-20221202-CDO,d=7&s=165&ci=&cri=555_165_702082362620&at=0&t=1,ceeecb262de828487332d24a76016c55,d=7&s=165&ci=&cri=555_165_702082362620&at=0&t=1,Tag,Malicious,"2025-01-05 13:01 +0000",124830915701,https://www.themediatrust.com?scsh=124830915701,3UMa1W3s2BEc,1,Expired,"Mclean, Virginia",USA,,
TMT-20240625-TAM,d=7&s=165&ci=&cri=555_165_712732936978&at=0&t=1,b6a11bc9651da513af031feda73c55cc,d=7&s=165&ci=&cri=555_165_712732936978&at=0&t=1,Tag,"Malicious - Indirect Evidence","2025-01-05 12:50 +0000",124830745770,https://www.themediatrust.com?scsh=124830745770,3UMZGTai2eTT,1,Expired,"San Francisco, California",USA,,
