"Tag Summary Report"
"11/01/2024 00:00 - 12/01/2024 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status","Public Deck","Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition",City,Country,"Named Threat","Resolution Reason"
TMT-20240828-GLZ,856202412010200,e829b63101ab60aae17fbd2c6a6861e2,129123@|@9422_1161_esensbuy,Tag,Malicious,"2024-12-01 03:07 +0000",123838051819,https://www.themediatrust.com?scsh=123838051819,3U6v3Ajm1djf,3,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=7dd3de9a8512dec6711d648d67d73628,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,857202412010300,d7eb9910a40c04ab3086225338455a89,129123@|@cr2841.c7b89b37,Tag,Malicious,"2024-12-01 03:06 +0000",123838033446,https://www.themediatrust.com?scsh=123838033446,3U6v2w1R2Gtk,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=e8f3ea1654b5d57931fa5ad0a3b8d725,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240509-QSC,850202412010300,95977c126397448bd432343328fa4525,129123@|@9422_1161_esensbuy,Tag,Malicious,"2024-12-01 03:06 +0000",123838032837,https://www.themediatrust.com?scsh=123838032837,3U6v2sv61XuX,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=5cbf40164994c73127cc5f5d1db5d140,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,850202412010300,95977c126397448bd432343328fa4525,129123@|@9422_1161_esensbuy,Tag,Malicious,"2024-12-01 03:06 +0000",123838032835,https://www.themediatrust.com?scsh=123838032835,3U6v2sv626yE,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=e365f59d0d2449903e1219bb95d98f5a,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,853202412010300,3028f2938aa9ec7bbaae8fe7fc6ebbe9,129955@|@9967_9422_1161_esensbuy,Tag,Malicious,"2024-12-01 03:06 +0000",123838032078,https://www.themediatrust.com?scsh=123838032078,3U6v2r6E1PZK,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=dae7d3f9162454562d4677e7b328be97,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,854202412010300,1d107eb57d38e16afecad37adcb740d1,128727@|@99ba8783377a58f8cb15b62966a974a0,Tag,Malicious,"2024-12-01 03:06 +0000",123838032065,https://www.themediatrust.com?scsh=123838032065,3U6v2wB623bt,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=33ba6ed5b80a015a33580504962db7b6,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8535202411291000,09a513c2fbbf873a287935136a4e9950,127238@|@10495_22280_acer,Tag,"Malicious - Indirect Evidence","2024-12-01 02:16 +0000",123836969007,https://www.themediatrust.com?scsh=123836969007,3U6u6CoA2DxH,7,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=2cb5a0bd323996fff16b72bba049908a,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20241125-FJH,8531202411290200,310071934b3ce90662d1adaae86ac54a,129955@|@9967_9422_1161_stampedeblue,Tag,Malicious,"2024-12-01 02:15 +0000",123836946222,https://www.themediatrust.com?scsh=123836946222,3U6u5s2t1AYE,13,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=c46342a04b858cd461ccbfbadcb474a9,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8513202412010000,8ad798c828859ccb126f7f40f82782f6,129123@|@9967_10134_esensbuy,Tag,Malicious,"2024-12-01 01:15 +0000",123835647841,https://www.themediatrust.com?scsh=123835647841,3U6t5jgC1Kyr,5,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=6178cbeff46be75d9dfaf5f55e0d2c05,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241128-JBY,8514202411290100,ab725ce563861755140ec15d4cab1756,129956@|@c28866a01b190f99af31f95ed28abfd6,Tag,Malicious,"2024-12-01 01:12 +0000",123835567751,https://www.themediatrust.com?scsh=123835567751,3U6t4neZ2S2q,13,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=20243be8acfedfe1b82c9fd702347a72,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-EUV,8512202411290800,8bd39411fff9873c8136e56043bdb1dd,126395@|@128955|brickellmensproducts,Tag,Malicious,"2024-12-01 01:09 +0000",123835539003,https://www.themediatrust.com?scsh=123835539003,3U6t44G61GGt,6,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=43a3342b1359a39de3245931d0088ee5,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-EUV,857202411300100,7df929475823f3c97552007254ff46b4,129893@|@d9726a99facf784417dea1b9c49aa578,Tag,Malicious,"2024-12-01 01:07 +0000",123835494857,https://www.themediatrust.com?scsh=123835494857,3U6t3PqJ1JWm,8,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=a4cc2c3731ba9c977406589eeaf2c47c,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,855202412010100,b9b1e429c5f858d4b121c7aa02cf01ae,129894@|@9422_1337_esensbuy,Tag,Malicious,"2024-12-01 01:06 +0000",123835453188,https://www.themediatrust.com?scsh=123835453188,3U6t2xnZ26Ry,1,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=eaad40f074847e5ec4b580e7455e3c79,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-QSU,8511202411300000,e25a2830d54fb17c8f53901941bc436c,130442@|@7091_acer,Tag,Malicious,"2024-12-01 00:14 +0000",123834323461,https://www.themediatrust.com?scsh=123834323461,3U6s5Z472k7f,8,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=7a513c8dbacecb217a8fe8a335ad66f5,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,850202412010000,9161a844ec3ad345e19a87c399af2680,130028@|@c906e8bb2d21530e2c043f1dbb26eee8,Tag,Malicious,"2024-12-01 00:12 +0000",123834300472,https://www.themediatrust.com?scsh=123834300472,3U6s4tM429P6,3,Removed,https://www.themediatrust.com/vt.php?controller=v9&tsid=ad9aeaed7e5178505ccf696a988e4268,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-QSU,8510202411302300,b355b9d47fb0046023ac80dff0a72276,127238@|@9062_21368_acer,Tag,Malicious,"2024-11-30 23:07 +0000",123832908005,https://www.themediatrust.com?scsh=123832908005,3U6r3HDp2exv,2,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=95d4097361b37a3b46f5d9bcd3374493,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-QSU,857202411302300,f5193d0197d2f341677dcb9b668ce8df,130442@|@9422_1327_acer,Tag,Malicious,"2024-11-30 23:06 +0000",123832907481,https://www.themediatrust.com?scsh=123832907481,3U6r2yED1Vsq,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=67bacef5f40ca8e51fd103cf442ccae7,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-QSU,8527202411292300,4edcf493a9ef2d7aaf87497fea6c1220,130442@|@7091_acer,Tag,Malicious,"2024-11-30 23:06 +0000",123832906436,https://www.themediatrust.com?scsh=123832906436,3U6r2sGg1mY8,4,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=6a6a253301d4cb4287a0c08bb6a60961,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20240828-GLZ,8512202411302300,5a65d2f7ffcbb5141d5133613d754778,129894@|@9422_1161_esensbuy,Tag,Malicious,"2024-11-30 23:06 +0000",123832906286,https://www.themediatrust.com?scsh=123832906286,3U6r2vey1Sfu,2,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=38fa6a63bca174855177dc338486484f,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20230908-DXA,8510202411302300,b355b9d47fb0046023ac80dff0a72276,127238@|@9062_21368_acer,Tag,"Malicious - Indirect Evidence","2024-11-30 23:06 +0000",123832893398,https://www.themediatrust.com?scsh=123832893398,3U6r32ng2Spn,1,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=02ea6c2a3927725111383eb6d7c01c93,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",USA,,
TMT-20241129-QSU,855202411302100,4c100422a727cefb79b120661bb2c268,130442@|@9967_10134_acer,Tag,Malicious,"2024-11-30 21:11 +0000",123830526387,https://www.themediatrust.com?scsh=123830526387,3U6p4dHH2Fm5,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=29eb1a4698ef3aac3e1ca1a75694f98c,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-QSU,8511202411302100,1d17f6b5c072a4f59564c424dd0e9ada,129894@|@9422_1239_72_acer,Tag,Malicious,"2024-11-30 21:08 +0000",123830464113,https://www.themediatrust.com?scsh=123830464113,3U6p3e5L2B2c,3,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=021d2320a84ee86eaa3c499ca8c36db5,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
TMT-20241129-EUV,8516202411292100,e79d25376069588a9c97eb6916a57d60,130028@|@6991efb092e4879d6b275708bff4bd39,Tag,Malicious,"2024-11-30 20:05 +0000",123829129594,https://www.themediatrust.com?scsh=123829129594,3U6o2nPR2W7x,6,Expired,https://www.themediatrust.com/vt.php?controller=v9&tsid=d40526c56dafc0b4f3bd970f1f1ada29,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia",USA,"GhostCat - 3PC",
