"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Report Period Hit Count","Tag Status","Start Date","End Date",Pause,Priority,"Publisher Name","Publisher ID","Website ID","Website Name","Provider ID","Provider Name","Provider Account ID","Provider Account",Country,Referrer,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition",City,"Named Threat","Resolution Reason"
TMT-20241219-NAY,857202412192200,888b519c3e10e381c638e236f1ef0d97,129955@|@12584_12217_9967_9422_1161_otaa,Tag,Malicious,"2024-12-19 22:08 +0000",124380507955,https://www.themediatrust.com?scsh=124380507955,3UEh3cPQ2MQq,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8512202412192200,78f3474087273b2283a2426251c33494,129123@|@12530_10134_otaa,Tag,Malicious,"2024-12-19 22:08 +0000",124380507784,https://www.themediatrust.com?scsh=124380507784,3UEh3m9o2Vvy,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,8512202412192200,78f3474087273b2283a2426251c33494,129123@|@12530_10134_otaa,Tag,Malicious,"2024-12-19 22:08 +0000",124380507780,https://www.themediatrust.com?scsh=124380507780,3UEh3m9o2MZH,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-LXJ,852202412192200,b7d345f6e59a6dcc24f410e78d72d808,131000@|@a131773f2c514d80a7b8a416c2d18b56,Tag,Malicious,"2024-12-19 22:07 +0000",124380487283,https://www.themediatrust.com?scsh=124380487283,3UEh3LZ72mWF,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,131000,"Nexverse Banner 17TH December 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8511202412192200,22e14b0722381e6caa58f65b30b0d6e2,129956@|@8d066fad75b95b07894132a8b9cde0ad,Tag,Malicious,"2024-12-19 22:07 +0000",124380487235,https://www.themediatrust.com?scsh=124380487235,3UEh3KVf1M4P,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,8515202412192100,1183c93fcfbdbe1a88bb04de59dfad18,129894@|@9422_1161_otaa,Tag,Malicious,"2024-12-19 21:20 +0000",124379559889,https://www.themediatrust.com?scsh=124379559889,3UEg7HAr17NM,3,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,854202412192100,4076a37671e0b718e0f9ef3b7ac96775,129955@|@12530_9897_887-125504|129610|350_otaa,Tag,Malicious,"2024-12-19 21:08 +0000",124379332946,https://www.themediatrust.com?scsh=124379332946,3UEg3dVh2uMG,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Bemidji, Minnesota","GhostCat - 3PC",
TMT-20241219-NAY,855202412192100,3988666072882fd3c7e118686ee09c09,129955@|@12530_12214_12530_9422_1161_otaa,Tag,Malicious,"2024-12-19 21:08 +0000",124379332292,https://www.themediatrust.com?scsh=124379332292,3UEg3W6M2tGX,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20230908-DXA,8513202412192100,4a0ed4ab756dd3a399c39cb989cd3a01,127238@|@otaa,Tag,"Malicious - Indirect Evidence","2024-12-19 21:08 +0000",124379308757,https://www.themediatrust.com?scsh=124379308757,3UEg3TdL1eBm,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,127238,"FlairAds Video Web 28th August 2024",,,USA,,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag","Mclean, Virginia",,
TMT-20241219-NAY,858202412192100,8b6d89c12a025f1e9eacd6258b4d3adb,129955@|@12584_9422_1161_otaa,Tag,Malicious,"2024-12-19 21:07 +0000",124379308175,https://www.themediatrust.com?scsh=124379308175,3UEg3RNK1vJv,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8515202412192100,1183c93fcfbdbe1a88bb04de59dfad18,129894@|@9422_1161_otaa,Tag,Malicious,"2024-12-19 21:05 +0000",124379292865,https://www.themediatrust.com?scsh=124379292865,3UEg2oU816WP,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8516202412192000,d1b0142dd4a7d3899b1d9396e8c65d93,129893@|@39e537c1757f7214af2d287ac3ce2b5e,Tag,Malicious,"2024-12-19 20:12 +0000",124378233495,https://www.themediatrust.com?scsh=124378233495,3UEf4zMe2ZD7,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,8510202412192000,5cfab336dd49b062a461d3a4871f7524,129894@|@9422_1337_otaa,Tag,Malicious,"2024-12-19 20:11 +0000",124378217847,https://www.themediatrust.com?scsh=124378217847,3UEf4TRE1rd8,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129894,"Adapace Video web  Nov 13th",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,857202412192000,b4250d9888586de92644ef00b5c42f9f,129955@|@12620_127563|otaa,Tag,Malicious,"2024-12-19 20:10 +0000",124378193498,https://www.themediatrust.com?scsh=124378193498,3UEf4DHK2fTX,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,8522202412192000,040ffb4a72920f17576462150872b712,129893@|@1b114f45634da560dfa25808b97ae6be,Tag,Malicious,"2024-12-19 20:10 +0000",124378174330,https://www.themediatrust.com?scsh=124378174330,3UEf4JvH1Exp,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240509-QSC,8512202412192000,b02955defa8768d2969d950d31dca56e,129893@|@ed2db1173fe7d3fd85b24b9a537c79a2,Tag,Malicious,"2024-12-19 20:09 +0000",124378154867,https://www.themediatrust.com?scsh=124378154867,3UEf3p2S1aaL,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129893,"Adapace Banner IA 13th Nov",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,8525202412192000,91f50d44f2fbaeae8e57af9fcdde0859,129955@|@9967_9422_1337_otaa,Tag,Malicious,"2024-12-19 20:09 +0000",124378154214,https://www.themediatrust.com?scsh=124378154214,3UEf3pfN2L2b,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,8520202412192000,9903ff5b1aa08d943afc6463c78e8b11,129123@|@12530_7091_otaa,Tag,Malicious,"2024-12-19 20:07 +0000",124378137698,https://www.themediatrust.com?scsh=124378137698,3UEf3AUe1E8W,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129123,"Kodio Video Web 24TH October 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241213-LXJ,850202412192000,c43e9b76e9108509a66f00a0cd4e53ce,129956@|@0b6c610c60d02be31ada0f779bb5a729,Tag,Malicious,"2024-12-19 20:06 +0000",124378112442,https://www.themediatrust.com?scsh=124378112442,3UEf34EF2AGK,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129956,"Adsview Banner IA 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20240913-MBV,852202412192000,c1efd1a8da99e4534dd684a3b9e77622,129955@|@9967_9422_1184_otaa,Tag,Malicious,"2024-12-19 20:07 +0000",124378111697,https://www.themediatrust.com?scsh=124378111697,3UEf3Lgv2Di5,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
TMT-20241219-NAY,852202412192000,c1efd1a8da99e4534dd684a3b9e77622,129955@|@9967_9422_1184_otaa,Tag,Malicious,"2024-12-19 20:07 +0000",124378111695,https://www.themediatrust.com?scsh=124378111695,3UEf3Lgv1aU3,1,Expired,2024-12-19,2024-12-20,f,3.00,,,,,129955,"Adsview Video Web 14TH November 2024",,,USA,,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","Mclean, Virginia","GhostCat - 3PC",
